Info: Processing 100_5 ...
/mnt/c/Work/Source/Bleak/Experiments/VaryingFerns/madelon/100_5 /mnt/c/Work/Source/Bleak/Experiments/VaryingFerns/madelon
/mnt/c/Work/Source/Bleak/Experiments/VaryingFerns/madelon/100_5/Run1 /mnt/c/Work/Source/Bleak/Experiments/VaryingFerns/madelon/100_5 /mnt/c/Work/Source/Bleak/Experiments/VaryingFerns/madelon
0	52.8
500	0.657819
1000	0.645961
1500	0.642848
2000	0.655319
2500	0.649188
3000	0.648426
3500	0.65598
4000	0.648079
4500	0.656723
5000	0.660526
5500	0.660189
6000	0.670284
6500	0.675297
7000	0.671884
7500	0.684409
8000	0.67827
8500	0.676817
9000	0.688915
9500	0.682459
10000	0.684952
10500	0.69479
11000	0.693936
11500	0.696242
12000	0.706484
12500	0.701002
13000	0.705629
13500	0.712963
14000	0.711604
14500	0.717331
15000	0.727344
15500	0.720657
16000	0.727262
16500	0.736506
17000	0.732173
17500	0.736
18000	0.744881
18500	0.741758
19000	0.747044
19500	0.756168
20000	0.751651
20500	0.759225
21000	0.766663
21500	0.763348
22000	0.769752
22500	0.776894
23000	0.772533
23500	0.778856
24000	0.785775
24500	0.783807
25000	0.791931
25500	0.797179
26000	0.792947
26500	0.803571
27000	0.807959
27500	0.803823
28000	0.814525
28500	0.81911
29000	0.812798
29500	0.822251
30000	0.827952
30500	0.824454
31000	0.832743
31500	0.840326
32000	0.833735
32500	0.841823
33000	0.850971
33500	0.844644
34000	0.850482
34500	0.859941
35000	0.855325
35500	0.858688
36000	0.868488
36500	0.863739
37000	0.867126
37500	0.87728
38000	0.872155
38500	0.874908
39000	0.884904
39500	0.880267
40000	0.883244
/mnt/c/Work/Source/Bleak/Experiments/VaryingFerns/madelon/100_5 /mnt/c/Work/Source/Bleak/Experiments/VaryingFerns/madelon
/mnt/c/Work/Source/Bleak/Experiments/VaryingFerns/madelon
