Info: Processing 100_1 ...
/mnt/c/Work/Source/Bleak/Experiments/VaryingFerns/madelon/100_1 /mnt/c/Work/Source/Bleak/Experiments/VaryingFerns/madelon
/mnt/c/Work/Source/Bleak/Experiments/VaryingFerns/madelon/100_1/Run1 /mnt/c/Work/Source/Bleak/Experiments/VaryingFerns/madelon/100_1 /mnt/c/Work/Source/Bleak/Experiments/VaryingFerns/madelon
0	52.8
500	0.674711
1000	0.672832
1500	0.671405
2000	0.673689
2500	0.673236
3000	0.672526
3500	0.67437
4000	0.67399
4500	0.673337
5000	0.67475
5500	0.674233
6000	0.673846
6500	0.675352
7000	0.674728
7500	0.67442
8000	0.675748
8500	0.675062
9000	0.67461
9500	0.675914
10000	0.675202
10500	0.674736
11000	0.676142
11500	0.67538
12000	0.675065
12500	0.676349
13000	0.675583
13500	0.675345
14000	0.676472
14500	0.67568
15000	0.675524
15500	0.676879
16000	0.676018
16500	0.675779
17000	0.677282
17500	0.676422
18000	0.676265
18500	0.677734
19000	0.676804
19500	0.676603
20000	0.678256
20500	0.67719
21000	0.677086
21500	0.678634
22000	0.677557
22500	0.677764
23000	0.679402
23500	0.678341
24000	0.67836
24500	0.679992
25000	0.678914
25500	0.678745
26000	0.680494
26500	0.679627
27000	0.679257
27500	0.681218
28000	0.680021
28500	0.679781
29000	0.681707
29500	0.680687
30000	0.680356
30500	0.682366
31000	0.68101
31500	0.680981
32000	0.683068
32500	0.681667
33000	0.681465
33500	0.683647
34000	0.682152
34500	0.682086
35000	0.684469
35500	0.682735
36000	0.682754
36500	0.685257
37000	0.683653
37500	0.683558
38000	0.685956
38500	0.68469
39000	0.684286
39500	0.686859
40000	0.685346
/mnt/c/Work/Source/Bleak/Experiments/VaryingFerns/madelon/100_1 /mnt/c/Work/Source/Bleak/Experiments/VaryingFerns/madelon
/mnt/c/Work/Source/Bleak/Experiments/VaryingFerns/madelon
